date,day_of_data,day_of_week,direction_of_travel_name,fips_state_code,functional_classification_name,month_of_data,station_id,traffic_volume_counted_after_0000_to_0100,traffic_volume_counted_after_0100_to_0200,traffic_volume_counted_after_0200_to_0300,traffic_volume_counted_after_0300_to_0400,traffic_volume_counted_after_0400_to_0500,traffic_volume_counted_after_0500_to_0600,traffic_volume_counted_after_0600_to_0700,traffic_volume_counted_after_0700_to_0800,traffic_volume_counted_after_0800_to_0900,traffic_volume_counted_after_0900_to_1000,traffic_volume_counted_after_1000_to_1100,traffic_volume_counted_after_1100_to_1200,traffic_volume_counted_after_1200_to_1300,traffic_volume_counted_after_1300_to_1400,traffic_volume_counted_after_1400_to_1500,traffic_volume_counted_after_1500_to_1600,traffic_volume_counted_after_1600_to_1700,traffic_volume_counted_after_1700_to_1800,traffic_volume_counted_after_1800_to_1900,traffic_volume_counted_after_1900_to_2000,traffic_volume_counted_after_2000_to_2100,traffic_volume_counted_after_2100_to_2200,traffic_volume_counted_after_2200_to_2300,traffic_volume_counted_after_2300_to_2400,year_of_data,month_name_of_data,day_name_of_week,sum_of_traffic_on_this_date,state_names,state_names_full
2/5/15,5,5,North,6,Urban,2,75510,939,578,566,925,2721,7717,8754,8755,9147,8926,8394,8287,7860,8229,8214,8040,8288,8411,7540,6397,5432,4697,3186,1867,15,February,Thursday,143870,CA,California
2/5/15,5,5,East,49,Rural,2,425,5,11,5,12,24,58,116,205,170,194,194,208,195,169,192,208,253,197,147,94,59,37,29,23,15,February,Thursday,2805,UT,Utah
2/5/15,5,5,East,28,Urban,2,610570,109,69,65,70,100,229,635,1052,780,671,768,845,948,907,984,1183,1595,1625,913,686,525,431,339,218,15,February,Thursday,15747,MS,Mississippi
2/6/15,6,6,South,44,Urban,2,280273,293,186,115,171,248,510,827,991,1008,1015,1159,1140,1200,1257,1279,1327,1278,1341,1109,1037,891,883,779,612,15,February,Friday,20656,RI,Rhode Island
2/6/15,6,6,South,21,Rural,2,104P33,5,0,1,3,6,14,46,45,38,45,46,46,49,41,48,72,61,46,55,31,19,17,14,8,15,February,Friday,756,KY,Kentucky
2/6/15,6,6,South,1,Rural,2,920,54,67,47,71,85,136,196,237,290,292,285,303,326,298,319,343,339,306,248,192,152,133,105,82,15,February,Friday,4906,AL,Alabama
2/6/15,6,6,West,28,Rural,2,670400,4,11,4,7,12,31,51,87,72,73,55,83,106,97,79,100,115,163,131,110,59,39,36,24,15,February,Friday,1549,MS,Mississippi
2/6/15,6,6,North,4,Urban,2,101251,250,181,137,198,535,2024,4789,4670,4512,4225,3476,3414,3343,3508,3849,4473,4692,4420,3607,2522,1712,1615,1330,763,15,February,Friday,64245,AZ,Arizona
2/6/15,6,6,East,36,Urban,2,6282,1,1,4,0,9,21,105,164,76,40,45,57,52,67,66,68,83,69,78,27,17,15,18,15,15,February,Friday,1098,NY,New York
2/6/15,6,6,North,51,Urban,2,401624,114,45,59,61,156,757,1524,2264,2315,1777,1173,1015,1051,1113,1177,1382,1561,1577,1281,939,675,611,530,304,15,February,Friday,23461,VA,Virginia
2/7/15,7,7,North,12,Rural,2,270232,19,10,15,9,6,10,28,55,54,58,75,82,88,101,94,108,106,115,82,90,61,58,39,31,15,February,Saturday,1394,FL,Florida
2/7/15,7,7,South,30,Urban,2,33,54,30,24,3,176,40,75,115,182,277,386,459,472,429,472,465,453,370,356,253,205,168,108,82,15,February,Saturday,5654,MT,Montana
2/7/15,7,7,North,16,Rural,2,168,29,18,8,8,10,14,43,75,161,167,183,165,198,172,187,180,154,177,115,99,81,68,65,30,15,February,Saturday,2407,ID,Idaho
2/7/15,7,7,South,13,Urban,2,11,397,268,241,302,269,366,593,767,902,1055,1095,1178,1145,1184,1202,1194,1024,980,1036,940,843,841,700,607,15,February,Saturday,19129,GA,Georgia
2/7/15,7,7,North,2,Rural,2,678,5,6,4,8,6,6,9,17,11,17,20,17,19,36,39,24,25,33,16,12,17,13,8,4,15,February,Saturday,372,AK,Alaska
2/7/15,7,7,West,46,Rural,2,105,4,2,0,2,1,1,4,6,11,29,9,14,23,15,22,11,16,15,17,10,10,10,13,3,15,February,Saturday,248,SD,South Dakot
2/7/15,7,7,East,48,Rural,2,271,13,11,12,15,17,43,49,104,119,125,132,96,120,144,125,159,123,138,98,85,45,51,35,29,15,February,Saturday,1888,TX,Texas
2/7/15,7,7,South,51,Urban,2,150091,101,73,59,24,35,47,86,211,335,464,476,536,614,610,634,641,651,621,592,462,306,267,250,186,15,February,Saturday,8281,VA,Virginia
2/7/15,7,7,East,36,Rural,2,7500,3,3,4,5,9,2,7,12,19,15,23,53,45,61,56,42,35,32,28,16,6,10,8,6,15,February,Saturday,500,NY,New York
2/8/15,8,1,South,26,Rural,2,183249,52,22,20,18,12,49,75,112,189,365,632,1045,1213,1286,1244,1203,1039,809,696,408,230,175,102,59,15,February,Sunday,11055,MI,Michigan
2/8/15,8,1,East,40,Rural,2,AVC051,11,5,3,4,2,14,17,26,56,103,88,82,128,142,119,107,97,97,106,78,47,39,21,11,15,February,Sunday,1403,OK,Oklahoma
2/8/15,8,1,South,2,Urban,2,937,15,6,12,8,15,23,54,61,86,207,225,258,284,278,246,250,205,169,139,94,71,48,29,12,15,February,Sunday,2795,AK,Alaska
2/9/15,9,2,North,1,Urban,2,352,11,9,5,9,12,52,114,196,149,163,136,159,184,210,198,235,211,192,130,87,64,59,34,30,15,February,Monday,2649,AL,Alabama
2/9/15,9,2,North,39,Rural,2,610,10,6,2,4,20,118,474,641,438,188,160,122,136,125,132,187,195,279,139,67,58,50,20,12,15,February,Monday,3583,OH,Ohio
2/9/15,9,2,South,26,Rural,2,588729,107,73,73,117,162,315,510,732,637,565,581,570,563,536,577,613,670,629,562,335,236,277,245,178,15,February,Monday,9863,MI,Michigan
2/9/15,9,2,West,51,Urban,2,140058,96,74,59,78,83,195,385,523,381,323,388,421,389,616,610,480,461,433,360,244,181,153,146,91,15,February,Monday,7170,VA,Virginia
2/9/15,9,2,South,48,Urban,2,69,75,44,30,19,33,97,217,906,806,838,856,1045,1188,1141,1053,1082,1118,1181,1020,817,615,378,257,159,15,February,Monday,14975,TX,Texas
2/10/15,10,3,East,18,Urban,2,454800,551,431,366,330,378,451,681,859,919,889,956,1050,1045,1082,1062,1093,1166,1193,1117,987,866,770,699,639,15,February,Tuesday,19580,IN,Indiana
2/10/15,10,3,Northwest,16,Rural,2,102,9,7,1,3,7,5,19,49,65,87,71,73,69,100,169,167,291,469,275,126,87,59,45,37,15,February,Tuesday,2290,ID,Idaho
2/10/15,10,3,North,40,Urban,2,AVC069,50,32,26,33,108,469,1920,1841,1712,1195,906,835,1046,949,922,1092,1265,1250,975,583,375,316,233,123,15,February,Tuesday,18256,OK,Oklahoma
2/10/15,10,3,South,16,Rural,2,113,18,9,25,27,69,185,332,426,380,354,340,334,291,311,282,313,295,242,180,91,83,58,47,22,15,February,Tuesday,4714,ID,Idaho
2/10/15,10,3,North,9,Urban,2,9033,216,144,124,140,215,524,1168,2005,1953,1468,1380,1531,1588,1567,1655,2058,2278,2218,1375,1002,860,682,493,418,15,February,Tuesday,27062,CT,Connecticut
2/10/15,10,3,South,12,Rural,2,740132,94,64,59,88,112,259,413,464,485,552,645,616,680,657,649,679,689,612,460,330,300,286,317,141,15,February,Tuesday,9651,FL,Florida
2/10/15,10,3,West,8,Rural,2,217,11,8,3,12,48,130,347,671,386,317,308,299,278,277,273,313,274,238,121,102,112,56,22,14,15,February,Tuesday,4620,CO,Colorado
2/11/15,11,4,East,46,Rural,2,101,2,2,1,0,2,2,6,6,15,14,21,18,19,26,17,17,15,7,4,3,2,3,1,0,15,February,Wednesday,203,SD,South Dakot
2/11/15,11,4,West,40,Urban,2,AVC061,247,166,137,110,229,424,857,1363,1315,1248,1232,1438,1542,1391,1479,1719,1868,1836,1623,1162,1036,859,580,389,15,February,Wednesday,24250,OK,Oklahoma
2/11/15,11,4,South,36,Urban,2,5382,38,15,7,20,41,93,245,522,465,427,475,555,593,621,580,533,584,551,496,407,274,207,102,55,15,February,Wednesday,7906,NY,New York
2/12/15,12,5,West,40,Urban,2,WIM003,91,102,121,247,484,929,1384,1048,880,829,916,866,892,1080,1379,1527,1321,1008,745,476,416,328,311,175,15,February,Thursday,17555,OK,Oklahoma
2/13/15,13,6,East,29,Urban,2,4702,44,21,27,34,41,27,97,113,154,107,71,99,122,138,154,224,349,452,416,203,99,68,66,107,15,February,Friday,3233,MO,Missouri
2/13/15,13,6,North,51,Urban,2,150108,147,105,62,50,75,234,709,1152,1040,952,958,1069,1342,1391,1445,1842,2076,1943,1540,1109,858,738,518,335,15,February,Friday,21690,VA,Virginia
2/13/15,13,6,North,55,Urban,2,150470,28,16,13,8,25,73,215,385,317,259,346,309,358,356,390,450,506,459,347,243,189,138,135,64,15,February,Friday,5629,WI,Wisconsin
2/14/15,14,7,North,6,Urban,2,49040,131,73,47,36,44,76,215,376,593,882,1116,1396,1318,1289,1231,1143,1116,1062,944,678,547,457,420,209,15,February,Saturday,15399,CA,California
2/14/15,14,7,South,1,Urban,2,141,193,156,111,116,71,170,247,396,603,648,788,855,938,943,943,981,994,942,724,663,502,393,389,257,15,February,Saturday,13023,AL,Alabama
2/14/15,14,7,East,22,Rural,2,9,8,13,67,9,7,17,22,46,56,71,98,86,85,83,75,84,111,92,83,61,67,33,26,25,15,February,Saturday,1325,LA,Louisiana
2/14/15,14,7,East,6,Urban,2,32320,1083,774,481,309,386,901,1613,2830,3740,4371,5043,5607,5726,6015,5670,5456,5210,4801,4293,3696,2999,2698,2256,1683,15,February,Saturday,77641,CA,California
2/15/15,15,1,South,56,Urban,2,49,42,24,18,12,7,23,36,56,131,143,176,181,225,203,176,210,141,152,154,110,96,66,61,27,15,February,Sunday,2470,WY,Wyoming
2/15/15,15,1,West,49,Rural,2,602,2,0,0,0,0,0,0,0,0,2,6,8,11,13,28,22,23,8,4,3,1,1,0,1,15,February,Sunday,133,UT,Utah
2/15/15,15,1,West,4,Urban,2,100095,3537,2864,2594,1890,1739,1933,2589,3026,3510,4397,5561,6433,7442,7623,7937,7679,7408,7016,6727,6443,5418,4492,3901,2872,15,February,Sunday,115031,AZ,Arizona
2/15/15,15,1,North,23,Rural,2,30405,24,11,7,11,11,13,21,34,46,65,83,114,120,132,168,163,137,162,134,110,74,52,42,20,15,February,Sunday,1754,ME,Maine
2/15/15,15,1,South,8,Rural,2,256,43,19,24,21,31,93,164,288,403,500,575,617,620,575,506,493,452,404,245,209,139,114,78,42,15,February,Sunday,6655,CO,Colorado
2/15/15,15,1,North,5,Rural,2,730076,2,5,6,4,1,5,6,15,22,34,32,42,61,41,40,38,46,34,21,22,4,4,1,2,15,February,Sunday,488,AR,Arkansas
2/16/15,16,2,North,28,Rural,2,240895,48,30,19,32,41,71,110,173,183,216,234,255,213,215,268,296,287,262,178,134,83,76,60,33,15,February,Monday,3517,MS,Mississippi
2/16/15,16,2,West,39,Urban,2,530,67,47,38,69,78,161,266,253,238,234,245,260,303,326,367,342,352,357,262,251,213,190,199,115,15,February,Monday,5233,OH,Ohio
2/16/15,16,2,South,26,Rural,2,117189,214,167,147,144,191,258,401,551,671,822,1088,1255,1356,1504,1508,1547,1453,1252,1139,904,736,557,435,362,15,February,Monday,18662,MI,Michigan
2/16/15,16,2,East,56,Rural,2,88,12,9,11,9,22,41,72,108,136,121,116,119,147,128,131,133,166,148,88,54,33,20,16,15,15,February,Monday,1855,WY,Wyoming
2/16/15,16,2,South,25,Urban,2,65002,172,116,89,107,103,237,468,861,896,825,914,999,1075,1125,1237,1369,1340,1294,1093,827,738,630,491,432,15,February,Monday,17438,MA,Massachusetts
2/17/15,17,3,North,1,Rural,2,25,3,2,1,7,6,20,26,47,41,38,51,55,56,59,63,77,71,60,27,21,18,12,10,9,15,February,Tuesday,780,AL,Alabama
2/17/15,17,3,East,6,Urban,2,71280,1006,604,439,454,764,1525,2803,4470,4220,3735,3929,4189,4684,5281,6045,6371,6394,6388,6229,6280,4744,3507,2673,1733,15,February,Tuesday,88467,CA,California
2/17/15,17,3,South,55,Rural,2,140001,3,4,1,5,33,88,174,271,187,148,135,115,121,137,147,209,224,157,94,44,37,30,24,10,15,February,Tuesday,2398,WI,Wisconsin
2/17/15,17,3,North,1,Urban,2,416,113,64,44,84,181,463,808,1099,1012,1087,1163,1007,867,845,958,950,1087,1106,789,506,371,306,275,201,15,February,Tuesday,15386,AL,Alabama
2/17/15,17,3,East,48,Rural,2,352,209,166,192,265,275,376,591,720,748,880,953,861,851,831,858,855,827,789,666,566,500,401,317,259,15,February,Tuesday,13956,TX,Texas
2/18/15,18,4,West,55,Rural,2,90716,26,18,32,39,93,159,206,251,202,246,176,228,216,226,262,260,311,314,205,148,134,91,74,37,15,February,Wednesday,3954,WI,Wisconsin
2/18/15,18,4,South,39,Urban,2,612,72,44,41,30,64,156,251,272,365,257,246,313,304,288,253,299,356,370,254,202,158,127,124,80,15,February,Wednesday,4926,OH,Ohio
2/19/15,19,5,East,36,Urban,2,381,517,298,247,225,348,694,1494,1781,1582,1396,1440,1578,1607,1635,1826,1840,1700,1617,1568,1582,1385,1421,1244,787,15,February,Thursday,29812,NY,New York
2/19/15,19,5,South,29,Rural,2,10843,6,6,11,10,26,24,55,88,106,103,113,115,130,115,121,123,145,124,61,52,46,42,22,11,15,February,Thursday,1655,MO,Missouri
2/19/15,19,5,North,13,Urban,2,18,33,22,20,18,32,84,206,241,298,312,367,485,489,482,516,546,589,571,307,205,200,120,81,77,15,February,Thursday,6301,GA,Georgia
2/19/15,19,5,East,19,Urban,2,117,130,87,81,110,128,250,562,776,711,637,603,700,813,834,1025,1322,1674,1359,928,664,652,542,330,219,15,February,Thursday,15137,IA,Iowa
2/19/15,19,5,East,15,Urban,2,000C7L,0,0,0,0,26,1100,1291,1286,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,February,Thursday,4150,HI,Hawaii
2/19/15,19,5,West,27,Urban,2,352,28,19,21,11,19,103,292,399,294,253,267,306,377,409,584,960,977,930,525,310,304,186,102,77,15,February,Thursday,7753,MN,Minnesota
2/20/15,20,6,North,1,Urban,2,14,14,9,6,5,5,18,86,158,98,121,154,251,381,381,681,853,754,341,165,127,126,144,99,51,15,February,Friday,5028,AL,Alabama
2/20/15,20,6,West,51,Urban,2,190029,751,389,291,185,313,792,1832,2936,2727,2635,2466,2606,3052,3204,3385,3047,2482,2922,3063,3176,2261,1877,2198,1968,15,February,Friday,50558,VA,Virginia
2/20/15,20,6,South,21,Urban,2,056P99,255,154,117,128,179,396,493,860,678,924,776,1207,1199,1263,1407,1673,1798,1564,1119,885,665,642,567,452,15,February,Friday,19401,KY,Kentucky
2/20/15,20,6,North,49,Urban,2,624,29,23,13,3,7,41,104,118,102,101,94,127,175,232,401,899,1620,1506,493,180,103,94,91,49,15,February,Friday,6605,UT,Utah
2/20/15,20,6,East,38,Rural,2,419,0,1,2,0,2,5,11,50,28,21,25,28,31,24,30,33,44,37,20,11,10,2,7,0,15,February,Friday,422,ND,North Dakota
2/20/15,20,6,East,47,Urban,2,33,146,109,99,178,374,1028,1504,1148,961,927,870,864,930,976,1036,821,477,338,225,119,93,54,65,49,15,February,Friday,13391,TN,Tennessee
2/21/15,21,7,West,16,Urban,2,256,51,23,29,13,9,19,13,57,89,123,144,174,254,185,227,253,302,213,205,179,167,128,90,56,15,February,Saturday,3003,ID,Idaho
2/21/15,21,7,West,34,Urban,2,W03328,171,127,105,151,271,525,824,956,997,1038,1078,1100,1031,1054,943,797,650,597,456,355,331,502,268,175,15,February,Saturday,14502,NJ,New Jersey
2/21/15,21,7,East,39,Urban,2,720,207,134,102,67,83,68,157,119,144,154,321,288,296,294,310,307,359,370,502,368,267,275,219,183,15,February,Saturday,5594,OH,Ohio
2/21/15,21,7,South,51,Urban,2,199760,92,38,44,34,37,35,67,141,287,410,518,678,786,771,461,354,392,325,239,149,145,84,106,112,15,February,Saturday,6305,VA,Virginia
2/21/15,21,7,East,8,Urban,2,105548,258,188,103,146,250,522,878,1307,1998,2547,2789,2894,2990,2822,2548,2240,1823,1488,1067,655,507,444,283,180,15,February,Saturday,30927,CO,Colorado
2/21/15,21,7,South,39,Urban,2,594,58,40,30,26,22,33,62,77,121,264,214,270,257,211,157,145,161,160,160,141,105,103,127,94,15,February,Saturday,3038,OH,Ohio
2/21/15,21,7,Southeast,16,Urban,2,211,52,25,23,9,14,10,32,69,151,230,316,395,481,445,435,487,430,376,289,205,195,190,191,77,15,February,Saturday,5127,ID,Idaho
2/22/15,22,1,South,41,Rural,2,19008,0,1,1,1,0,4,2,10,11,21,28,29,21,29,30,21,20,23,10,11,5,7,1,3,15,February,Sunday,289,OR,Oregon
2/22/15,22,1,East,56,Rural,2,35,1,0,0,0,4,2,4,12,29,22,36,33,35,46,52,97,65,61,35,10,3,2,2,0,15,February,Sunday,551,WY,Wyoming
2/22/15,22,1,South,12,Urban,2,20044,47,23,16,6,10,19,24,62,134,181,270,320,365,337,361,346,344,321,262,152,123,68,43,37,15,February,Sunday,3871,FL,Florida
2/23/15,23,2,East,28,Rural,2,200110,35,19,10,30,43,129,157,147,176,140,164,183,185,163,150,175,147,155,107,81,42,41,34,17,15,February,Monday,2530,MS,Mississippi
2/23/15,23,2,West,8,Urban,2,244,3,4,0,1,0,1,14,60,65,64,76,78,71,85,75,92,77,106,78,58,41,27,23,13,15,February,Monday,1112,CO,Colorado
2/23/15,23,2,East,10,Rural,2,8053,8,5,4,8,9,21,40,67,48,24,38,33,38,41,33,52,47,32,29,16,14,9,10,10,15,February,Monday,636,DE,Delaware
2/23/15,23,2,East,16,Rural,2,66,10,8,6,8,12,23,50,86,112,113,148,143,158,172,160,234,215,203,131,107,92,44,19,16,15,February,Monday,2270,ID,Idaho
2/23/15,23,2,South,26,Rural,2,117189,123,46,45,53,62,105,159,320,239,381,499,544,511,454,477,483,403,415,377,320,275,218,184,162,15,February,Monday,6855,MI,Michigan
2/23/15,23,2,North,22,Urban,2,56,5,2,5,5,6,14,27,65,29,58,56,54,57,45,57,70,88,45,32,19,7,8,4,2,15,February,Monday,760,LA,Louisiana
2/24/15,24,3,South,42,Urban,2,801,320,272,266,280,395,544,943,1456,1264,989,959,919,988,974,1065,1124,1205,1132,880,743,609,564,464,407,15,February,Tuesday,18762,PA,Pennsylvania
2/24/15,24,3,West,29,Rural,2,5554,1,1,1,1,2,7,59,174,74,93,102,76,90,105,108,247,160,152,74,33,16,13,7,6,15,February,Tuesday,1602,MO,Missouri
2/24/15,24,3,North,13,Urban,2,256,92,68,45,57,68,166,317,783,754,634,753,893,965,911,1020,1330,1585,1691,1110,864,638,409,257,161,15,February,Tuesday,15571,GA,Georgia
2/24/15,24,3,North,15,Urban,2,0C202B,5,13,5,17,68,60,0,0,0,0,0,0,0,0,332,406,319,200,131,70,38,13,24,16,15,February,Tuesday,1717,HI,Hawaii
2/24/15,24,3,North,53,Urban,2,R060NA,29,12,27,41,295,881,1252,1278,957,787,715,755,861,838,960,1022,1231,1357,698,391,313,216,105,61,15,February,Tuesday,15082,WA,Washington
2/24/15,24,3,North,34,Urban,2,N00440,23,16,18,37,61,233,570,686,587,359,347,334,347,331,379,443,382,428,318,273,203,165,93,73,15,February,Tuesday,6706,NJ,New Jersey
2/25/15,25,4,South,48,Rural,2,386,35,19,20,18,39,116,222,334,190,153,142,137,164,159,166,230,246,197,191,125,99,77,145,38,15,February,Wednesday,3262,TX,Texas
2/25/15,25,4,East,42,Rural,2,1,4,1,3,6,12,41,34,14,15,18,38,42,42,40,48,38,47,62,49,42,26,26,15,11,15,February,Wednesday,674,PA,Pennsylvania
2/25/15,25,4,South,55,Rural,2,360002,5,6,5,3,9,35,90,145,102,74,87,105,100,146,148,137,150,182,114,62,45,28,12,6,15,February,Wednesday,1796,WI,Wisconsin
2/25/15,25,4,Southeast,16,Rural,2,90,9,5,5,9,14,19,39,78,56,67,89,74,81,79,86,100,96,87,86,40,31,21,16,12,15,February,Wednesday,1199,ID,Idaho
2/25/15,25,4,South,12,Rural,2,540312,4,2,3,2,3,9,20,29,37,23,39,42,34,40,44,39,50,45,44,22,20,11,9,3,15,February,Wednesday,574,FL,Florida
2/25/15,25,4,West,13,Urban,2,331,259,184,172,285,530,1195,1288,1300,1248,1190,1170,1173,1256,1150,1074,1008,814,680,582,416,329,318,293,207,15,February,Wednesday,18121,GA,Georgia
2/25/15,25,4,North,29,Rural,2,7401,7,0,2,4,7,12,31,48,62,70,59,75,72,80,101,94,107,108,56,35,40,27,12,11,15,February,Wednesday,1120,MO,Missouri
2/26/15,26,5,North,40,Rural,2,WIM001,17,8,11,11,3,18,119,247,256,143,78,107,97,95,124,192,229,227,190,97,73,113,77,41,15,February,Thursday,2573,OK,Oklahoma
2/26/15,26,5,West,13,Urban,2,77,163,106,78,108,196,503,905,1235,1545,1412,1674,1594,1507,1607,1525,1480,1480,1384,1421,1331,1103,953,861,616,15,February,Thursday,24787,GA,Georgia
2/27/15,27,6,West,27,Urban,2,352,113,91,72,45,77,186,310,431,378,399,465,466,561,603,726,839,879,849,664,464,376,334,249,196,15,February,Friday,9773,MN,Minnesota
2/27/15,27,6,East,40,Urban,2,AVC064,83,60,45,62,128,239,411,675,522,451,535,595,625,660,737,798,874,558,381,288,221,198,168,137,15,February,Friday,9451,OK,Oklahoma
2/28/15,28,7,West,30,Rural,2,123,2,5,0,1,2,0,3,4,24,32,58,50,52,107,46,43,54,35,37,26,8,8,3,5,15,February,Saturday,605,MT,Montana
2/28/15,28,7,South,6,Rural,2,22940,107,68,69,56,75,75,113,168,296,388,444,470,459,464,440,389,382,372,295,233,181,159,112,93,15,February,Saturday,5908,CA,California
2/28/15,28,7,East,42,Urban,2,394,266,182,196,184,207,275,341,515,627,713,780,749,733,738,848,792,757,825,714,599,537,473,426,325,15,February,Saturday,12802,PA,Pennsylvania
2/28/15,28,7,East,12,Urban,2,480282,53,36,38,33,39,45,162,223,271,408,532,574,540,620,561,534,535,509,527,344,243,160,109,74,15,February,Saturday,7170,FL,Florida
3/1/15,1,1,South,40,Urban,3,AVC011,40,20,11,7,3,12,18,28,36,45,93,184,252,318,288,306,352,306,233,195,175,94,110,50,15,March,Sunday,3176,OK,Oklahoma
3/1/15,1,1,North,36,Urban,3,1175,40,33,19,24,20,33,50,73,117,226,334,461,498,533,477,416,382,323,204,156,124,65,67,34,15,March,Sunday,4709,NY,New York
3/1/15,1,1,North,12,Rural,3,90327,13,1,6,2,1,5,17,13,28,45,57,66,79,66,58,68,55,55,78,53,38,28,16,16,15,March,Sunday,864,FL,Florida
3/1/15,1,1,North,30,Rural,3,74,12,12,8,7,2,5,6,21,37,57,74,92,103,97,108,99,132,124,97,74,50,34,15,11,15,March,Sunday,1277,MT,Montana
3/1/15,1,1,East,40,Rural,3,WIM009,1,1,1,0,0,0,0,0,1,5,2,4,6,16,13,11,17,21,11,15,11,6,3,3,15,March,Sunday,148,OK,Oklahoma
3/1/15,1,1,West,42,Urban,3,812,33,17,7,6,3,2,8,10,29,31,137,215,326,337,383,381,389,359,227,109,78,41,30,11,15,March,Sunday,3169,PA,Pennsylvania
3/2/15,2,2,Southeast,26,Rural,3,833300,3,6,4,17,27,74,103,134,160,169,156,186,165,175,183,212,191,196,112,91,52,48,30,13,15,March,Monday,2507,MI,Michigan
3/3/15,3,3,South,16,Urban,3,308,22,10,6,20,27,95,194,383,298,321,314,346,354,338,387,324,341,355,197,155,87,51,54,24,15,March,Tuesday,4703,ID,Idaho
3/3/15,3,3,East,39,Rural,3,515,14,57,21,10,25,79,172,229,144,116,123,147,150,122,142,228,273,265,146,95,79,48,37,27,15,March,Tuesday,2749,OH,Ohio
3/3/15,3,3,North,28,Urban,3,250990,112,84,88,93,120,335,766,1181,1092,898,956,1066,1093,1105,1136,1212,1570,1429,1059,797,590,545,371,200,15,March,Tuesday,17898,MS,Mississippi
3/3/15,3,3,South,13,Urban,3,226,49,30,41,98,384,630,970,836,654,562,549,510,498,473,521,504,513,577,396,290,240,175,117,67,15,March,Tuesday,9684,GA,Georgia
3/4/15,4,4,South,55,Rural,3,220002,6,1,7,6,11,41,51,66,57,78,60,90,68,78,97,96,104,96,49,32,29,15,11,8,15,March,Wednesday,1157,WI,Wisconsin
3/4/15,4,4,North,25,Rural,3,901,3,8,0,5,14,162,949,1696,1569,877,453,395,461,491,779,1258,1507,1601,1033,470,217,164,100,34,15,March,Wednesday,14246,MA,Massachusetts
3/4/15,4,4,South,49,Urban,3,625,7,9,9,19,48,118,179,286,251,155,126,133,121,142,142,184,183,162,120,83,78,45,32,9,15,March,Wednesday,2641,UT,Utah
3/5/15,5,5,South,12,Urban,3,700284,17,12,9,7,3,24,71,159,272,331,300,398,392,389,393,463,481,441,385,277,249,170,71,51,15,March,Thursday,5365,FL,Florida
3/5/15,5,5,West,39,Urban,3,750,20,8,6,16,7,21,48,64,98,92,110,168,187,180,196,240,208,193,170,138,122,103,57,40,15,March,Thursday,2492,OH,Ohio
3/6/15,6,6,East,55,Rural,3,580001,3,1,0,1,0,1,8,30,19,34,37,35,41,55,71,78,89,94,43,30,21,29,6,5,15,March,Friday,731,WI,Wisconsin
3/6/15,6,6,North,21,Urban,3,034P75,9,3,3,5,25,89,317,727,473,433,334,323,386,416,461,574,640,659,471,318,234,261,170,89,15,March,Friday,7420,KY,Kentucky
3/6/15,6,6,North-South or Northeast-Southwest combined (ATR stations only),45,Urban,3,148,166,124,53,63,146,422,1133,2147,1781,1264,1322,1412,1663,1618,1880,2104,2465,2711,1992,1336,879,769,495,397,15,March,Friday,28342,SC,South Carolina
3/6/15,6,6,South,1,Urban,3,409,41,18,27,18,55,125,324,497,564,677,808,846,1045,1212,1381,1553,1525,1532,1108,789,589,611,479,336,15,March,Friday,16160,AL,Alabama
3/7/15,7,7,North,12,Urban,3,360317,126,70,54,52,84,189,447,827,1157,1479,1719,1615,1567,1284,1055,906,935,836,697,519,476,394,294,220,15,March,Saturday,17002,FL,Florida
3/7/15,7,7,West,33,Urban,3,153151,164,104,43,57,88,160,365,539,744,971,1134,1304,1211,1230,1449,1431,1399,1310,996,736,598,491,447,264,15,March,Saturday,17235,NH,New Hampshire
3/7/15,7,7,South,13,Urban,3,91,87,65,37,36,23,31,92,171,254,341,459,544,535,519,566,632,562,528,403,349,254,188,156,123,15,March,Saturday,6955,GA,Georgia
3/7/15,7,7,North,32,Urban,3,32120,13,4,6,5,4,15,28,52,70,126,169,193,214,217,130,112,79,52,42,26,15,24,23,5,15,March,Saturday,1624,NV,Nevada
3/8/15,8,1,West,54,Urban,3,27,25,7,16,22,31,97,98,107,224,289,341,436,467,544,581,508,562,476,353,252,182,88,38,27,15,March,Sunday,5771,WV,West Virginia
3/9/15,9,2,West,51,Rural,3,170011,114,95,83,93,135,280,526,850,962,866,826,810,778,826,808,905,1058,1103,864,586,425,340,240,168,15,March,Monday,13741,VA,Virginia
3/9/15,9,2,West,51,Rural,3,781301,9,2,3,4,17,41,105,137,141,68,76,53,70,69,96,98,97,143,80,44,29,19,11,28,15,March,Monday,1440,VA,Virginia
3/9/15,9,2,North,42,Rural,3,800,5,4,2,1,4,20,49,104,73,72,74,111,105,112,186,235,392,376,104,66,58,33,19,13,15,March,Monday,2218,PA,Pennsylvania
3/10/15,10,3,North,46,Rural,3,811,1,0,0,2,6,12,27,36,23,15,26,37,43,54,73,66,74,43,23,15,5,8,4,0,15,March,Tuesday,593,SD,South Dakot
3/10/15,10,3,North,12,Urban,3,39950,126,84,81,96,200,347,581,801,823,757,808,908,890,840,890,1006,1123,1134,841,592,537,476,334,245,15,March,Tuesday,14520,FL,Florida
